favorite_count,retweet_count,tweet_id
8094,1787,156573696
14199,4003,-380231680
0,3361,-438931454
46235,16846,81195012
10427,2870,-275349504
0,7742,1490944
11356,4308,1590951936
8059,1941,1763053569
10401,2564,1951825920
9368,2093,567767040
0,3031,752254976
9267,2614,-1743294463
16809,6089,1611960320
7002,1427,2014711808
9409,2721,823431168
8011,1778,97824768
8509,2154,1435901952
6278,857,-741081088
25415,6173,64294912
8386,2194,836022272
10935,2904,538345480
13622,3122,1112842240
9855,2253,-1202307072
0,4499,1490481152
11578,2925,-2015985663
15874,2657,-870879231
29438,13730,1117224960
0,4879,-1374265343
8713,2252,-2070646783
8362,2009,122961920
10267,2872,404004867
8380,2571,2111262720
13596,4677,-1026076672
7756,1492,534134784
0,6770,-1403645952
0,5186,-535355392
0,5772,836128768
0,4072,-929644544
0,1935,890642432
0,2055,-1101791232
0,3500,-1604915200
10798,2668,638984192
12065,3248,1737822208
15090,5085,1310720
20712,6896,718700544
7971,2000,-1651200000
12304,3184,-1810403328
7868,1837,789921792
11427,4335,-313245696
0,14914,-1168707581
33516,14914,-1168707581
9457,2510,194269184
8789,2414,-891850752
11227,3867,1649811456
51587,24716,-1248362496
10467,3009,1683451904
16824,5651,-1743290367
0,3515,1574338560
10650,2407,-1789427712
0,10760,-1223262206
9939,2777,567771140
9557,3457,-61407231
17453,5108,-1504227328
9579,1952,2123792384
0,3269,72749056
8276,1693,467079169
11083,2476,-2032762880
25515,9573,-1995038720
9018,2492,-1529454592
20738,8714,735514625
10895,3423,81162240
10202,2993,685174785
9260,2912,-1751715834
15870,5875,-2032791552
7196,2091,-703254528
9777,2902,831913984
6416,1772,-1630081024
6697,2589,-1386864640
13174,4073,936800256
14880,4141,559288320
11750,4458,2102812673
7627,1751,-321449983
13956,4474,1876299776
7444,1877,2123763712
12194,3269,72749056
13627,4301,1217794050
9121,2645,1570140161
0,4265,-375984128
10227,2221,-1839788031
17271,4884,1683390464
0,2413,865501185
8521,2008,919908353
21433,7483,571867136
8122,1958,165044224
13028,3309,-480804864
9595,2413,865501185
7790,1850,1943494656
7018,2006,-1705639935
12198,3515,1574338560
9453,2707,-1957269504
10073,2919,-866770944
28416,12971,1725325312
28406,10760,-1223262206
16126,5478,169246720
7494,2180,-904495104
6337,1348,-1458143232
0,3567,-971546624
6357,1376,1284902912
8984,3187,1683357696
10619,2896,-157913086
11251,2951,-1059713024
8073,1814,-65642495
27546,8271,1930883072
18884,6349,1423409152
11020,2655,-1969782783
9754,3238,-178913280
11279,3651,1473642496
15801,4953,-1705611264
0,7320,-527015936
11797,3299,-438956032
6925,1903,1620471808
8107,2313,1737883648
9438,2070,404094981
7505,1698,-640258046
12468,5024,-57245696
10472,3361,-438931454
9288,2633,1779830784
5905,1332,1083670529
31046,11194,-812183552
7608,2038,1016467460
10808,3336,282460160
8741,2331,1490481153
17455,5711,-1101627392
0,5780,-1214992384
30153,12132,-661254144
8428,2291,-174850044
24932,7649,-1814622207
7734,1460,127361024
17847,5588,-1126756352
8051,1944,-598462463
17219,5786,-585752576
0,6437,-585818112
11483,3492,-300449788
10789,2817,-1114214400
21415,5760,1075212289
8707,2160,2102849537
10112,2832,349573120
22329,7596,269946880
7413,2079,-774471680
5672,1352,-1089007616
12500,3466,2140545024
6512,1798,878149632
0,3834,-766095359
0,119,-1747668991
5458,1113,-652799999
8986,2320,198664194
19560,7320,-527015936
9096,3212,-250118140
15253,4688,-1118367744
20645,7478,-359178240
7111,1358,-384491520
5944,1564,676728832
4779,1047,2010521605
14056,4494,739700736
0,12656,370593793
6028,1139,714481665
10724,3408,1154904069
8754,2733,2048270336
6746,1671,1821798400
6556,1682,2106982400
11573,3031,752254976
0,4375,1641476096
9036,2579,-1906962432
14731,4443,1939300352
0,14172,-975769599
5026,1255,920064000
9104,2870,-1403617279
30866,16418,1196847104
9906,2605,-1487532032
12109,4499,1490481152
1895,157,-1516826624
0,17092,-2028675070
12068,2751,802582528
14275,4122,-157880319
13340,4732,-833155072
7626,3074,492179457
16000,4879,-1374265343
8842,1843,-2003337215
6928,1780,-1537806336
22419,5705,1540820992
11041,4009,341270529
6582,1802,-648613888
6814,1679,156659712
5494,1346,756486144
22762,6364,-1667858432
23956,7712,-1055514624
9712,3340,-682225664
10281,4272,928452610
8818,3997,-2032705536
8285,2420,-2112417791
0,3492,-1885904896
6682,1741,-1877516288
6216,1440,-44625920
3911,1165,1230401540
3880,764,-1701376000
2792,479,-11108351
4106,959,488009728
12339,3500,-1604915200
8495,2682,-237608960
10794,5254,1473712128
0,7746,865517568
9422,3018,-2141822976
6408,1478,-132677632
7075,1701,940974084
0,223,-1399427070
5070,1237,-1718124543
5318,1459,-1848147968
7515,1809,899121152
6484,2156,-174649344
6420,1525,404156416
0,3148,-548102141
7782,2364,-761892862
32245,9853,-1638498304
6578,1713,1586978816
5551,1767,135729152
14780,6708,2098692100
4313,915,580255744
4227,1239,-1361678336
5180,1325,982917120
14012,3531,-241827840
11190,3662,144109568
4879,1429,1800896512
16445,5541,93749250
7683,2406,-103346176
12608,3890,-896110590
10421,2936,311918594
5206,1390,450256896
4128,817,-1294528512
6167,1639,567762944
6969,1938,609648640
0,2704,-799621116
4355,877,379019265
3837,513,1939300352
7432,2211,135659521
5332,1259,-971636736
27199,3483,1222074372
7261,2219,-2066341888
11921,3492,-1885904896
6617,1822,-1797885952
6185,1551,-707362816
12905,4265,-375984128
5513,1512,848715776
7545,2349,1935015936
12458,3717,-967434240
11530,6628,974397441
10555,4293,1964244992
4923,1149,-1835663360
32730,15974,-346587135
5535,2064,-2095706111
0,4027,1096159232
4369,880,-1470697472
50728,29874,-409575419
4230,1217,-1185521658
0,18559,-1172893695
5317,1492,1763053569
4585,1116,-1512603648
5432,1607,1469509633
11593,3567,-971546624
3902,1001,-388624383
6773,1961,-493424640
5082,1326,353796096
7776,3717,-1747554303
27441,11819,-422092799
4029,895,-489259008
5834,1856,680943616
15008,5811,638918656
6869,2029,-1739194368
6108,1951,-1856602112
0,21599,274137092
4814,1214,1389764609
8704,2508,1339428864
6220,1996,-925401083
0,1193,-996933632
14841,4277,219574272
6643,2082,-1881841663
3629,919,-359354363
11456,3938,1876250624
5852,1651,-1760288768
3896,1024,-858390528
4910,2279,869752832
5317,1958,-162131968
3491,1106,-2020188159
2763,384,-1592303616
7037,3331,-1898487807
0,8193,1876168704
4646,1239,-2049568768
4671,1130,1918308352
0,304,949354497
4437,1078,1305874432
15474,7025,-1126735871
5954,1785,-1382608895
4631,1459,2002157568
6426,2031,1473675264
6789,2057,2006323200
5179,1341,-187240448
10641,3671,1620533249
4034,1121,643194880
43746,17859,1947607041
6569,1567,425127938
7489,2954,1993797632
16822,5469,1167486976
21705,11344,-1823076352
0,8122,1247178752
7037,2589,-1844023295
2640,535,-1110016000
5428,1997,1276608512
3840,745,-1680412672
8033,2411,-1932099584
5959,2215,-1755938816
8087,3652,-1974067200
5897,1963,345464832
7826,2387,1469480960
3443,1067,-1386868735
4004,992,-1575591935
7053,1618,639045632
6124,1626,-732491776
4485,1595,-1105793020
7517,3507,1314357248
3893,1127,-2682880
0,16744,668229636
6065,1876,-610897920
5303,1362,-573108224
5924,1991,446099456
8079,3103,-1680404480
4497,1129,978743296
5142,1291,1851228161
3281,1020,1058435072
12771,6010,-1764290560
6458,1862,-1999179776
5180,1329,-745082879
4885,1402,1826033665
13464,5152,-803831808
4533,1165,-430563328
13438,4375,1641476096
4651,1177,114757632
3173,980,-1198030847
3699,1319,-334069760
4421,1341,-459931648
3103,862,492265472
2209,549,-1315545088
8023,3406,869666816
3215,914,-2091454464
3238,631,-346595328
2766,804,72843264
3301,924,1695973376
3123,836,-1160318976
5214,2505,-1189711872
4744,1348,228003840
6224,1681,2132180992
2676,545,-917102588
8746,3514,907472896
5595,2269,261513216
4882,1549,1058414592
3155,806,-1474945024
10958,3467,1947668480
5937,2301,1142292480
2825,969,-1651081216
4832,1629,-1818787840
4316,1353,290918400
6194,2018,-1017761791
2232,677,-1764343808
5315,1253,-648675327
3747,776,-1986584576
3731,721,-120168448
5871,2183,2014777345
6744,2598,1788252160
2999,998,735338496
2860,764,991301634
4935,1186,706121728
2363,561,-396947456
3753,1069,1314295809
5635,1635,1276547072
3940,1057,1956024321
5371,1607,1347813376
3436,937,408326144
9736,4050,-338227200
2939,304,-2015948800
6077,2167,-1630130176
5397,1763,-2057957376
4956,1629,2077646849
6151,1826,1054236673
4727,1095,-2032762880
6280,1660,626462720
7021,2244,-1315569663
3608,821,-1210638336
4086,1086,-1579773952
7114,2370,1167470593
7195,2585,1159069697
8736,2478,538320896
7304,2800,-1005178880
7355,2303,-1227481088
3013,633,-2053763069
8005,2734,1326776321
5702,1592,-1181347839
6898,2156,1813389313
158984,79316,-1265225728
4232,1112,1389649920
3694,975,-1026146304
4548,1396,-141090815
18702,6659,2039943170
3581,956,-1063895040
8028,3775,1502912512
4284,1246,1427398656
6306,1930,1024876544
3899,1390,-522809344
4494,2015,1075204096
7371,3951,651628544
9966,3834,-766095359
6900,2006,1461133312
4413,1405,1935040516
5210,1570,1435938816
4615,1533,1054244864
8288,2800,1628884992
3728,847,869687296
8909,3268,1666605056
9624,3148,-548102141
6474,2788,685002752
3456,951,-652800000
2879,796,-1521184766
18406,6917,-1835618304
35400,13484,-1621700608
2487,436,307671040
3332,876,1700044800
6770,1993,1670684672
20228,6006,928448512
4105,1092,-275329024
3856,864,-1202298880
5432,1671,-430546944
40141,21599,274137092
7244,2972,-1265205248
117375,58775,1075236864
3818,1156,1062625280
3355,798,1901465600
5156,1562,-1265336320
3289,852,-807993344
4373,1229,1867800576
8901,3417,1133842434
2546,654,1037369345
5345,1790,-153722880
10114,3506,-1068171263
5100,1347,-2120851456
10394,4520,471113729
3648,821,1855369216
14879,7508,-636047359
4333,1756,-1768652799
4029,1265,-673775616
8225,2821,848760832
7989,3030,1222053889
3643,1167,294944772
4072,1119,928436225
6248,2369,425000960
13162,5101,-1487482879
3378,890,1494552576
3164,986,-141131776
2775,528,-69951488
12715,6351,51806213
2538,550,1347723264
3607,790,374804480
3716,1031,265572352
3177,959,659853312
4252,1298,-325804032
50807,17092,-2028675070
2471,543,139878402
3587,902,1461129217
3713,785,1033129985
8175,2546,1628868608
15072,5480,-858497024
3528,999,2069168129
3886,1284,1398038528
6219,2006,819396608
4971,2152,-1911111679
3525,1057,488034304
3868,1065,1448386561
4921,1933,9732096
4090,1145,-115929088
1737,388,-1479102464
4024,1260,-942272512
5857,2342,-1856569344
1903,327,1549144065
3181,827,1683259392
4729,1728,1402351616
2807,686,-145305599
3350,1047,1343672320
4970,2029,1008087040
3730,972,-485085184
4356,1205,-984207360
4620,1684,-1449742335
4151,1120,735379456
2989,645,261431300
5953,1765,341086209
4520,1237,248918018
3372,754,-569085952
3076,820,-1315663871
3935,1403,-233431039
6979,2484,-552185855
3873,1536,659955712
3596,1014,2090217472
4462,1158,-2036936703
7132,2704,-799621116
4206,1383,1645617154
5256,1805,-2036965375
3754,1328,219578368
2387,644,-493588480
5328,1663,-1340686336
4367,1793,1423335425
2688,566,802623488
4220,1577,622231553
3945,1249,177491968
7761,2972,831967233
3045,900,-514424832
5336,1883,806649856
4144,1574,-1974042624
5019,1653,857022465
4676,1874,1364639744
2557,619,269783040
3145,776,-1063882752
2504,675,-1558781950
4178,1513,1964421120
6453,2544,-1617678335
2908,985,1456914433
3906,1127,-912912384
4957,2030,1863782400
4884,1755,-1391173632
4592,1455,2073341952
5118,1937,1318514689
2821,747,609685504
4462,1248,-1554587646
3458,963,1574309889
3520,1089,835985408
5306,1777,-1374281728
19040,8123,2123816960
2460,488,-216616960
2498,1024,1414983681
2731,527,-1600765952
4912,1519,-1579802622
1951,506,-1248391166
3915,1010,-1718165503
2492,607,-1739194368
2910,1127,-485081088
5832,1867,-1101602816
3188,856,2060890114
6355,1950,181866497
3289,980,-346624000
4333,1186,-568934396
7406,1551,1326886912
2399,213,-1223294976
2801,1073,-1571352576
6807,1931,-841732094
3230,887,316076032
4706,1704,1200902145
3949,1302,764805120
4357,1632,-1009336320
5530,1586,-338247680
3072,695,-627703807
2443,660,1251389442
5197,1906,-1575612415
4206,1247,597078016
3779,1048,1880559616
4171,1418,597082114
3313,1008,362151936
3666,937,1863712771
3064,723,-657047551
3310,840,-1747578880
2298,881,689315840
4362,1418,-1407774720
3336,793,1658236928
2871,749,911622145
4927,1392,-342482944
4474,1305,64237570
7306,2860,1662402561
4505,1482,1146486784
18760,6770,-1403645952
12470,5050,1469390848
4216,1227,1016508420
5384,1582,-1290354688
3830,1046,1230434305
2964,898,-1684611072
3300,489,1092009984
2293,634,-1109995517
0,127,1804881920
8156,2332,2056720384
2878,992,-254357504
8964,4159,1171529728
33206,18559,-1172893695
3897,926,-1349115904
3707,1152,-1810616320
3356,743,1561776128
3024,619,22474752
4620,1397,693383168
2574,696,1771511808
2723,540,-1412132863
2339,569,2115428352
4600,1893,-1483300864
2173,522,1687433216
4591,1263,1578541058
2423,1134,-1399451647
2941,898,-325808128
2796,891,-1080631296
5561,2005,-837410816
3030,1078,64417792
680,100,-1084882944
3566,1208,404152320
3589,1217,781656066
3339,1084,1356263427
1510,239,-19468283
2263,579,-32051200
2654,691,-996925440
2437,579,-321515520
12732,5882,752099328
2457,649,-1760124928
2061,421,739680261
4802,1653,500613120
3033,908,701939712
1706,506,-1168764928
16674,7010,-590065664
2777,826,1406582784
2573,729,1410801666
2589,683,-1290403838
3133,828,-1181298684
3627,1334,-845799424
2378,746,1670774784
4332,1568,1104605184
3429,857,1645617152
2721,993,509014017
1972,554,-606732288
4431,1944,-552148991
3170,1130,1591132160
2742,975,441913349
3318,964,697737216
2520,623,1465126912
3463,1010,970379264
17194,6437,-585818112
2303,705,1477844992
2320,604,1264001025
3546,1301,1859588096
3313,1100,1129783300
2510,649,1041702912
2818,793,-1290346495
2625,683,894832640
2213,797,760668160
4130,1387,538361858
2332,600,1498877954
2085,602,1347862528
3354,985,-2074664960
2607,1107,-86634496
2185,642,-824762368
3502,1446,446095362
3136,1042,144117761
3489,941,1301716992
21621,8036,1926684672
1722,480,-707325952
2769,945,1293287425
5223,1624,-208232448
3148,739,1805066241
3194,905,794214400
2397,559,1045884928
1966,525,-1412104190
3216,1164,122974208
2990,929,525729792
4489,1644,1670848513
3860,1707,-988340224
3043,759,827781120
2608,807,1968504832
2171,520,2056564736
2203,624,420925443
4322,1126,-1198125056
2278,548,-715722751
5145,1554,56025088
2677,1002,-1948848128
6704,2941,1968611328
2964,1026,1100390400
3437,1081,135733252
8104,3598,362160128
1600,354,2023165952
1870,573,60059648
2961,928,1192693763
1865,471,1503059968
3322,1154,1020719104
2622,688,-1927868415
3898,1545,-388558848
3843,1382,85389312
2479,703,-522932222
3554,1155,706158592
1941,391,43282432
1990,555,-1831411712
7491,3127,-82395136
26699,12656,370593793
2625,734,-195633152
3268,1082,2098663424
2229,566,1775673344
12366,3489,-338235392
2925,972,-1600884734
3311,1054,-1462317055
2497,774,1939218433
4855,1357,-921300992
3499,1001,1725304832
3889,1041,-988532734
3590,1407,-548012031
2116,458,488042498
2855,937,1029054464
2692,616,597032960
12384,5186,-535355392
2244,571,-1990844415
2634,627,-1567178752
2495,508,-44621824
2474,960,-451469312
23174,9451,-1923874812
2658,806,-1881907200
2320,584,2077511680
4192,1815,-1080635390
2668,747,-933838847
2263,680,941015040
7632,2765,1658085382
2687,699,437518336
2102,595,-1109975040
3365,1358,-32104448
3101,965,-959049728
2266,511,2090209280
2793,1258,794169345
1985,609,-841555968
10404,4682,-1546248191
6041,2651,1188478976
2194,520,-313061374
1386,330,-1269379072
2104,630,2002186244
1918,446,1255481345
3203,871,-413720575
2263,642,-870969343
2487,667,978743297
3027,1210,-959025151
2636,1212,1846829056
3410,992,915853312
2732,915,1582698496
2580,634,-908652544
2507,687,672583682
1465,384,1104592896
1310,343,47632386
2363,634,307695616
1890,456,97964033
2294,965,844566528
4823,2026,-1076490238
16977,6049,982970369
2842,748,383172609
1543,335,-988409855
3338,1313,1834352640
2427,691,-124473344
3054,1200,-1596719104
3209,1023,-1269497856
3066,1276,-1302913022
2065,501,-216748032
2447,681,941015040
3463,1412,752295939
4755,1905,1758916609
3339,1017,1880559616
3068,1175,966180864
2550,680,525758464
3214,1029,-766062590
2368,685,118824961
4926,1828,-782893056
2467,716,-342487039
1502,365,-489394175
2401,659,-334073856
2573,1029,-115970044
3242,1169,-128552960
3052,1181,907472896
3210,784,206970881
1887,761,1620496385
4635,2130,-1395232767
4453,1839,-1193885696
8779,3625,-1831575551
3682,1470,-1151987711
2663,624,282529792
2879,1114,865492992
1614,594,-103358462
2688,791,-2120826879
2785,948,1209294848
36263,14583,769015808
1521,290,1796620288
2062,626,-136916991
2027,508,1670799364
4217,2063,-199876608
2990,941,2098593794
3451,1039,-1810616319
1764,373,1444319232
2727,599,-854196224
2567,416,794218496
2474,802,1955991554
1558,378,525672448
5119,1984,-1118367744
1802,644,-1160499200
3394,1250,-1047126016
2250,507,-254517248
2910,747,1377087488
7977,3255,-694743038
1737,624,-430534656
1884,470,-602513408
2703,761,412512258
2463,884,-1470754816
1792,609,2127851520
2304,819,-1336627198
2908,892,1402388480
6914,3685,-610889726
4421,1564,1544859648
3217,1384,1821769730
1860,420,1859522560
9469,3515,-296329216
2564,833,-485072895
2172,795,399917056
1672,399,-204054528
2918,971,-1797971967
4003,1676,-1852387328
2902,1021,1058304000
1979,517,-1105817599
2413,572,303456256
4100,1153,1704202240
2687,858,-1718218752
19590,7742,1490944
2605,670,1293185024
2999,888,-535547904
1736,340,-1307111420
3634,1269,-803848192
4163,2000,1955991552
3336,1042,-32075776
3834,1289,664076289
2205,524,378998785
2358,822,-1458126848
1322,284,-1693032446
1990,614,-749395967
1908,459,462823424
3296,861,-174649344
2698,896,253149184
1693,417,-644444160
2833,1042,-1491677184
2535,742,1725349889
3710,1707,-543801341
1447,373,139853824
1390,456,-631848959
2469,702,152317952
3074,1189,35012610
2187,755,-1865007104
3256,938,22327296
10512,3935,1670803457
2250,642,1687560195
11802,5606,-208203775
2075,460,1079386112
3451,1454,844550146
2279,954,-2020163584
