favorite_count,retweet_count,tweet_id
3320,1118,1716957185
2014,722,55848962
1163,243,-1927933952
3119,1011,-984301567
2038,519,1695985664
2761,886,1364594692
2140,781,-434728960
2123,791,1129730049
2267,703,1465122817
1398,376,-908660730
972,192,1335275520
2251,669,-1072254976
2641,710,1435955200
2351,732,290729984
9432,4531,34996226
2268,843,-1953189888
2164,588,118755332
2869,789,-384499711
1750,364,1721016320
2775,1134,-1495920640
2527,959,-808042496
2425,722,-631848960
2462,853,-1395392512
1971,513,1440002049
1925,579,1523908609
1621,245,1645608960
2013,543,-1797910528
2081,548,-791232511
20451,9302,-1324052480
4417,1928,1435955200
5523,2315,-2057932797
2195,511,1561726976
5887,2493,-724111360
2370,995,-1730744319
2275,610,-1600847872
8758,3237,2140454913
3526,1473,-1747582976
4195,1215,-782893056
2863,818,487981056
3752,1386,148271105
1920,553,-753487871
3304,893,-1500057599
2232,579,1762959362
2212,678,-615096319
2235,735,-1084837888
3154,1168,-2120859648
2525,422,1066663937
1851,643,-959053824
2126,531,1779851264
1653,603,794193920
7627,2945,2127990785
2390,582,244748288
3298,1479,521580544
2978,792,1519841280
33431,15896,-162074624
3071,1178,-1466503164
9592,4027,1096159232
2691,653,1393963009
3392,1071,-53047296
2102,449,886452225
3144,1216,1280589825
2374,675,-229183488
4174,1441,1750511616
6914,3177,693514240
3264,1060,1100349440
3548,467,-661336064
3561,1476,-1491726336
1900,537,1503002624
2134,829,-1537818624
2760,1015,-1235943422
9030,3571,-1302941696
3068,1243,-1588183039
2684,965,-791257088
3939,1182,39239680
2005,568,-1860911104
8287,3340,-950636543
1246,212,1779838976
3876,1391,479641601
2193,1052,-506032127
1942,519,-1550528512
3537,1194,576098304
2043,671,-1818841087
2032,476,-917094398
4173,1448,-1709789184
3847,1136,1683382272
1952,350,-1533648896
2645,985,-1554759680
2661,1128,-2078920703
2835,1078,-1311494144
3392,1375,227803136
6572,3362,475422720
3214,973,-350961664
2680,1008,710291456
2455,683,-753487872
3946,1618,-1764315136
7739,2430,1826025472
2966,934,1737895943
2913,1055,685174788
3441,926,710197248
2190,669,139890688
2011,572,-619401215
2184,745,1888763904
37382,16839,873918464
2507,1120,-1961492479
1535,443,-1156149247
1329,363,-694788094
3104,1092,-518639612
2098,609,1251368963
3474,1174,-791265278
7675,1790,1683238914
2262,683,1834270720
1679,469,-606670848
3093,994,-1177157632
4207,1226,-1084858368
3299,1181,-136908800
5006,1709,-178888704
3236,955,932622341
6671,2041,1129594881
3175,1548,-1059803135
2842,1048,2039902208
2497,831,1725313024
12951,4120,-1332412416
1793,449,-300544000
2671,935,1641459713
1935,476,404131841
3599,1312,-539561983
14489,5846,2144780289
9426,4139,-652832768
2665,752,68435968
3981,1841,1599500288
3251,967,-1613303805
3264,1112,-174706688
1475,277,-27906048
1508,541,-350945280
2442,494,68599809
3742,1500,2052481024
2456,669,-1407807487
4629,2029,1867935744
3235,1060,-1898561536
2105,441,-2078904320
2439,632,-1579929600
1782,368,2010517504
3508,1340,827756544
2398,825,-946409472
2877,1045,567545856
2671,715,525647873
3667,1359,1444311041
4282,1937,1184264193
1744,489,328597504
2579,750,1003905024
1461,500,-359219200
1475,296,106360832
2867,1190,-1000935424
2168,506,2090250240
3931,1568,1775636480
2354,744,332828672
3659,1757,315928576
2316,956,1532362752
2744,916,-1265225727
3613,1388,1079402496
12941,9074,-950628352
2614,888,2115387392
1999,656,991211520
2477,628,492224512
2886,1243,-1172926464
2392,775,1469382657
36647,14172,-975769599
3119,1114,-1462489088
2113,805,1435922432
2183,833,-711675903
1669,469,1855340544
4830,2098,1540780034
2669,726,819367936
3400,1277,1695965184
3181,1485,1712762880
2108,643,-1764450304
31984,19012,-1403588608
21570,8122,1247178752
2801,1038,1612099584
2988,1162,-384368640
6019,2592,-841547774
17130,8193,1876168704
2259,672,-1563004927
2329,1179,1909895168
1664,464,-489385983
2595,907,584507392
3471,1171,43298816
2828,915,-770306048
3562,1367,-1592455166
1644,478,-1235849216
7170,3314,1347584
3777,1691,-308928512
2881,1480,-1445572608
2058,416,588582912
4021,1558,-434720767
5508,2564,-938024960
4242,1825,-929673216
79706,31962,-959033344
1600,418,1331109888
1883,429,1964396544
2458,917,-191627264
1737,541,886366208
1311,257,894857217
11489,6097,613683200
1600,365,307552257
13773,6362,-1743323136
1353,410,-1126805504
4855,2091,-1248415744
3069,977,257351681
3398,1447,1318510592
1235,319,1670840320
2494,849,-787079168
3340,1507,-1336537088
1948,958,-1797869568
1863,801,936820736
2132,710,525770753
1299,463,429289472
2445,1156,1410732032
6953,3679,-1982459899
1068,229,-1885974528
1349,283,-183078910
1088,236,1817640960
3639,1507,1343533056
1644,530,1947648000
1238,405,869707776
1992,706,1817616384
3548,1642,-2091458558
2752,921,-1068077056
2780,1071,659976192
2239,809,-27877376
1308,392,-883552256
2171,862,1633083392
1728,369,-468299776
2071,750,1679237123
12712,4918,1209409537
2240,717,1159127040
2100,711,-929763327
23009,15604,-153718784
1812,664,1830187008
1417,420,-279527424
4995,2026,-413855743
2885,962,-724123648
1079,199,1649823744
1877,433,1784049668
1154,379,-1567293440
2309,783,1620336640
1197,278,-883638272
2584,1111,-1324044288
1869,550,-816517119
1510,530,794193920
11575,4653,-1974034432
1719,665,-829026304
1393,345,-1248567295
2072,547,-183214080
1215,287,-812204032
75529,30908,-661209088
1736,576,-619294719
2274,1033,1129717760
1903,657,-1638526976
2805,1152,940974080
2993,1416,-1114337280
1310,432,1368858624
1614,567,2144804864
2125,849,2111094785
2370,951,-908713983
4157,1391,1599512577
1628,566,-1080684543
2669,1286,-1516957696
2261,869,1473699840
1509,531,1444331520
1044,231,51777536
10208,3385,2115264512
1621,464,1821696000
1162,343,-1219055614
1877,812,-1063862272
1963,683,-1517027328
640,95,2119503874
1804,411,1586962433
1180,376,429154304
1032,285,521592833
1282,462,-32178176
17029,5772,836128768
3120,1287,387223557
1286,594,1695981568
1823,971,1716842496
1513,559,-1374248960
1676,511,2098659328
1037,228,-883535872
32393,16744,668229636
3878,2243,-2838528
2748,1271,-1835794432
3565,1580,517406722
6217,2553,1159073792
3697,1665,-518647807
933,230,169242625
1175,298,974594048
2113,891,-90787840
1282,484,1507205120
1938,775,-1982398464
956,249,-1642680319
2765,1123,81199104
1050,321,1477902340
2682,1176,508981249
974,223,739684354
1546,463,-2003394560
2221,1092,55873537
850,350,-933867520
2989,849,1574371328
2484,1074,2048266240
1091,246,-912887808
809,205,-875159552
1979,1184,-250187776
1100,463,-619274240
1804,776,1763098625
780,233,227991552
1350,443,1985355776
1445,458,823443456
1386,545,-1269428224
1087,381,1901518848
637,89,1075113984
1130,464,366366720
1582,638,1695961088
901,250,-1080643584
1420,483,1792466944
1013,262,1708531712
1664,569,492089345
1480,564,596967424
6151,2010,-749293568
1044,352,1205264384
1097,387,-816398336
1420,533,-1185517568
674,137,559341573
1183,454,1356075009
1487,563,-409550843
835,309,-1529430016
1391,511,-1089028095
14541,5780,-1214992384
1548,723,-485048320
892,224,1645617152
1618,838,1339469824
1285,448,-1407836159
1449,542,-1495875584
748,165,785821696
974,282,-2141806592
6271,2170,-1307176960
3263,1276,110542848
1425,482,2081820672
1395,628,-669573119
711,125,878108673
1086,407,-661319679
835,204,-917106687
1759,1198,-1562976256
1109,298,-283750400
1539,624,840171525
1181,344,1511317504
1921,936,1813422081
1146,366,-485048320
3143,1609,-1441378304
919,250,-267100160
3487,2027,-266985472
1019,297,-1961435136
827,269,-1193877504
1061,279,1196847104
1085,384,1138139136
1236,398,1293316096
1413,554,-719933440
3732,1910,1469489152
1707,639,206966784
1244,485,-841605120
1414,432,-266919936
1349,456,-552165376
1233,358,383041540
706,235,2052513796
1084,352,-1856614400
1578,711,961875968
1170,352,1201057792
818,267,-1550376959
1362,550,-866848768
1001,299,-1374261247
1424,660,-2007625728
1470,562,907419648
1634,529,1750474752
732,207,-1894379520
2461,1234,1414926336
952,266,747954176
1245,568,-833150976
13241,7746,865517568
860,250,-2045440000
7388,3107,-665444350
1050,356,-443146240
1402,711,-1562968064
2202,827,-1273688064
1661,613,143962112
1932,704,-44621824
936,284,412512256
971,286,-1432952832
1236,534,-1667956736
1790,983,328511488
1648,889,571912193
930,351,1695870977
1300,528,1570156545
1396,627,-1953083390
1342,491,1062666240
888,417,-1063837696
1515,822,-837505024
1012,352,-1101594623
1296,553,1263861760
1235,479,-615092223
961,313,-7012352
1273,481,383016962
1202,564,-719921152
1098,379,-1563029503
1095,389,693510144
1309,597,-1781092350
933,330,-631832573
707,178,51793920
1009,355,39231489
621,165,1725349888
1092,428,-237584384
1111,584,1578557441
709,124,1201070081
1408,686,299302913
1332,522,-250175488
6348,3289,-677986303
1471,602,-1672065024
1119,330,-1617514496
2760,1509,320212994
1409,722,1029074944
1696,592,-2015973375
674,155,-367599616
881,316,-1156141056
1793,982,-174678016
767,207,928391170
2222,1123,-892010496
997,361,-338378751
858,350,-1215033344
1713,677,1301725185
2343,1117,1733738497
987,363,525803520
924,355,-2024341504
1266,506,-946565119
8344,4072,-929644544
1304,563,194445312
3404,1354,-220835840
1386,655,-2066309119
1223,541,-1655304192
1098,479,827760640
884,430,550952960
6924,3396,-300539904
1172,492,2052521984
1643,891,1935073280
1333,743,-1030316032
734,232,-2016010240
1414,737,-866775039
8339,4252,496287744
12555,7068,-287916032
1320,579,718696448
1939,1027,1003806720
1074,550,1930870784
918,383,764850177
1154,393,-266944511
1006,565,-317259775
833,255,-1885986816
1368,520,-719974400
935,288,-657170432
1572,694,529981440
6857,3477,-1298751488
894,437,1398185985
987,458,181805056
570,191,-1173049344
748,227,-703135744
1421,732,-1781198848
1083,291,878116865
394,147,-1546182655
475,114,546619393
940,418,878096384
722,206,2127859713
1098,333,-434692095
855,338,1972658176
1621,1071,1796648961
362,79,894877696
698,212,2048270336
654,150,345419776
652,212,873922560
1129,642,1331056640
902,393,-1470693376
733,188,-287891456
3430,2463,852934656
1341,755,1209335808
1118,425,1284825089
1085,287,-2129235968
24141,8486,1591140352
578,189,-363397120
1086,676,-2095702016
430,119,882253824
719,209,987009024
5422,3956,-1684623360
760,182,-531185664
596,92,-933879806
3116,1502,-1625890815
1102,265,-1844178940
1141,481,-1219026942
1921,932,-1772728320
334,86,198647808
722,232,437583872
807,269,764850177
651,233,605462529
593,196,-329887744
808,378,-329842688
1523,751,-279527424
773,282,1733738496
322,71,462749696
1053,408,1247158272
429,108,-1613451264
943,500,727105536
811,348,-1860771840
1178,478,-225153024
760,361,2136391680
580,237,328491008
735,275,1687457792
240,40,-380211200
10488,4896,1188474880
1479,720,-1542041600
348,84,1242976256
950,535,-1252651008
537,200,773197824
1171,634,-724127744
6592,1935,890642432
630,192,102154240
1034,503,-1395240960
1370,626,1863770114
322,109,1150685185
1353,604,1121325057
512,155,1544994816
1277,612,-1479090175
610,306,1683361792
556,313,-1055502335
1981,869,-1688805376
545,215,135593984
418,150,1834393600
549,199,630607872
739,264,735510533
323,64,605466626
414,105,433389568
3800,1193,-996933632
421,128,1452605440
688,275,1322545152
1000,325,-1906921471
685,244,290914304
2180,1190,1700192258
1548,764,-443080704
610,229,836149248
744,326,1297522691
652,323,676745216
633,166,555163653
741,110,-1454043136
580,264,-371843072
326,90,-426319872
318,82,-283840512
436,154,143921152
298,58,1578573824
496,156,-1101746176
366,98,1893101570
229,53,-141234176
797,386,538251264
257,64,-1957269504
379,108,-1344909312
344,130,341049344
651,276,941031425
790,422,936820736
3461,1777,940896257
930,353,-1273569280
504,147,412422144
1465,904,899096576
425,134,-782852096
1566,989,-1886081024
229,54,1356242944
376,120,-254476288
357,72,1943343104
1308,709,-1432981504
485,173,-892014592
452,148,970375168
609,219,852930560
364,118,1842806785
2638,1247,928448512
621,255,1016520705
424,176,-912871424
1001,410,-1323954176
565,114,2132156416
490,201,-1143705600
1176,397,777408512
429,159,-1080791040
984,462,1616187397
640,302,-1655279616
729,367,-795410428
567,241,-854188031
20458,6216,-254476286
430,224,-640278527
726,336,295063553
664,322,-342597630
881,453,-1260969984
541,161,-1965645824
527,297,-317321216
776,338,-560553984
1276,564,-313090047
690,233,2115391488
273,69,2073362432
258,55,-162070528
314,98,1209270272
390,146,-1378480128
516,291,139919360
444,158,467050496
425,132,-1319698432
557,261,1414995968
694,365,-2036969471
517,214,-434708479
863,516,-1474887680
859,517,-2074718208
1051,526,-61452288
1021,480,295092224
2740,1580,-527142912
697,308,735490048
309,110,-665407488
379,127,1725341696
1396,741,1544814592
195,38,-266973184
606,311,1863716864
238,51,1238802441
503,215,932622336
444,210,-1089056768
245,70,1767288832
451,218,-1672065024
318,101,370569216
402,127,-1298763776
414,230,1612099585
446,142,1670803457
869,500,-1227448320
612,293,-2053709824
236,29,831971329
493,133,-350838784
807,226,-577351680
544,230,-736849920
1268,587,634785792
953,471,-942211072
6050,2771,1226235904
292,101,1410793477
502,192,211202054
543,189,-1579769856
636,192,672595969
472,189,790028288
481,299,496398336
564,274,483831808
655,232,-896110591
1226,768,-468271104
292,108,-1848217600
203,54,-510234624
476,293,1834373120
833,368,39264256
1829,1046,-258547710
797,465,1578565632
381,114,1486254081
613,392,563552256
2942,998,1427554304
235,74,-1617645567
287,60,1398202368
1031,477,2006253568
322,93,1700007936
686,320,-1521045503
401,240,1997836288
230,54,-1282076672
429,207,-908853248
369,144,-1470889984
468,310,-36249600
0,33,85233664
0,32,1112870912
5625,2201,739684353
330,119,1708552192
843,506,-1227481088
197,63,-1818828800
800,506,-1907068928
454,227,-510357504
1648,1077,-229187584
359,184,542412800
6610,2055,-1101791232
525,213,856973312
504,259,-288047104
519,218,693395457
249,94,-971632639
186,57,1960112128
300,85,-460013568
758,558,-1676222464
439,227,1721147397
300,82,1888935937
454,215,1750339585
190,52,-573104128
353,155,525635585
474,233,-1571381248
600,255,-1009311744
373,98,274145280
724,391,1754681344
13925,5965,865513472
185,53,-988409855
591,444,-711544831
236,76,-2108248064
214,81,303505408
2612,1095,1884729344
250,60,-426319872
46326,16356,1339342848
4470,2117,823459840
319,124,1591156736
325,119,-1147883519
387,115,1725304833
160,42,-1705566208
212,51,-237764608
180,47,366411777
435,215,756346880
235,85,-1466646526
2471,940,945217542
782,535,-1386827776
203,77,1465327617
244,91,1129615360
496,241,-1055518720
225,86,-1240031232
723,469,-1995018240
370,183,366419968
335,167,-2053873664
223,62,-1529438206
414,210,2035548160
180,45,-1860825088
1082,595,1926676480
224,76,-1944780800
500,203,-812232704
98,18,-1810448383
117,42,1683365888
159,49,873861121
301,180,-1969823744
157,78,1087684609
304,107,9895938
114,43,-1093341184
418,312,144056321
100,34,160882688
160,80,-1848238080
176,86,1175867392
739,531,1796501504
206,71,1263800320
280,129,-1277779968
184,85,1377177603
469,324,-1298735103
139,62,441716736
161,74,1800716288
96,32,-581562368
13640,6083,643211264
73,11,1754681345
143,63,-1839984640
156,68,85385216
104,42,1368788992
303,147,911671296
137,54,-36302848
452,201,-65593344
107,55,-568918016
273,129,-585719808
413,224,-631824384
1150,794,-1655267328
125,55,-44675071
99,41,1796677632
279,134,-1043066880
117,43,1423360001
121,43,403988480
2456,473,2098642944
